2018-11-21 22:27:52,b'Who can forget John Joe #latelatetoyshow https://t.co/WOdJXuFYrl',Twitter for iPhone,Kilkenny
2018-11-21 21:23:47,b'\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 Single digits .....single digits.....9 sleeps till the late late toy show. I would love to go @RyanTubridyShow\xe2\x80\xa6 https://t.co/DVR4khCePo',Twitter for Android,
2018-11-21 21:04:10,b'Only 10 more sleeps to #LateLateToyShow \xe2\x98\x83\xef\xb8\x8f\xf0\x9f\x8e\x84.... it\xe2\x80\x99s beginning to look a lot like Christmas https://t.co/4sdqYBMhDb',Twitter for iPhone,Meath
2018-11-21 20:43:30,"b""RT @RTEOne: \xe2\x9d\x84\xef\xb8\x8fThe #LateLateToyShow Trailer is here and we can't wait for you to see it! \xe2\x9d\x84\xef\xb8\x8f\n\n#MakeItHome \xf0\x9f\x8e\x85 https://t.co/YOxnFT8Eb8""",Twitter for iPhone,
2018-11-21 20:39:36,"b""@RTEOne It's officially Christmas \xf0\x9f\x98\x81\n\n#LateLateToyShow""",Twitter Lite,
2018-11-21 20:37:47,"b""RT @RTEOne: \xe2\x9d\x84\xef\xb8\x8fThe #LateLateToyShow Trailer is here and we can't wait for you to see it! \xe2\x9d\x84\xef\xb8\x8f\n\n#MakeItHome \xf0\x9f\x8e\x85 https://t.co/YOxnFT8Eb8""",Twitter for iPhone,
2018-11-21 20:35:48,"b""\xe2\x9d\x84\xef\xb8\x8fThe #LateLateToyShow Trailer is here and we can't wait for you to see it! \xe2\x9d\x84\xef\xb8\x8f\n\n#MakeItHome \xf0\x9f\x8e\x85 https://t.co/YOxnFT8Eb8""",Media Studio,
2018-11-21 20:04:13,b'Are you excited for the #latelatetoyshow ? https://t.co/AeSaXbuZe3',Instagram,
2018-11-21 18:48:00,"b""It's that time of the year for the traditional trying-to-explain-the-late-late-toy-show-to-Brits. \n\nIt never goes w\xe2\x80\xa6 https://t.co/0x2dH7983Z""",Twitter for Android,
2018-11-21 14:46:49,"b""RT @RTEOne: Here are some of the fantastic festive Toy Show treats we've received already! \nClosing date is Friday Nov 23rd so get your ent\xe2\x80\xa6""",Twitter for Android,
2018-11-21 12:27:21,"b'Yikes! #latelatetoyshow time is surely the new start of Christmas?? The morning after the night before, come into A\xe2\x80\xa6 https://t.co/xKMFsPmSQg'",Twitter for iPhone,
2018-11-21 09:54:00,b'Who else is excited?! #LateLateToyShow https://t.co/2966LSyoLc',Sprout Social,
2018-11-21 08:56:38,b'RT @SteveKodaline: Hoping I\xe2\x80\x99ll be able to stream @RTELateLateShow on Friday from a tour bus in the middle of America somewhere \xf0\x9f\x98\x91 #signalpro\xe2\x80\xa6',Twitter for iPad,
2018-11-21 07:49:55,b'RT @SteveKodaline: Hoping I\xe2\x80\x99ll be able to stream @RTELateLateShow on Friday from a tour bus in the middle of America somewhere \xf0\x9f\x98\x91 #signalpro\xe2\x80\xa6',Twitter for iPhone,
2018-11-21 07:45:17,b'RT @SteveKodaline: Hoping I\xe2\x80\x99ll be able to stream @RTELateLateShow on Friday from a tour bus in the middle of America somewhere \xf0\x9f\x98\x91 #signalpro\xe2\x80\xa6',Twitter for Android,
2018-11-21 07:41:02,b'Hoping I\xe2\x80\x99ll be able to stream @RTELateLateShow on Friday from a tour bus in the middle of America somewhere \xf0\x9f\x98\x91\xe2\x80\xa6 https://t.co/otRZvyMGxa',Twitter for iPhone,
2018-11-21 06:57:25,b'9 Days to go to this years #LateLateToyShow Order your treats now! 0872359046 #cakepops #christmascakepops https://t.co/mbRgeCfF28',Twitter for iPhone,
2018-11-21 01:01:40,b'@AodhBC Does that include the one during the #LateLateToyShow ? #Scrooge',Twitter for Android,
2018-11-21 00:32:43,b'I learn tonight that we have not two but nine more sleeps until the #LateLateToyShow.',Twitter Web Client,
2018-11-20 21:25:49,b'10 sleeps till the late late toy show.  I would love to go @RTEOne @RyanTubridyShow @RTELateLateShow #rte\xe2\x80\xa6 https://t.co/ChtXGArZ1q',Twitter for Android,
2018-11-20 21:21:37,"b""RT @RTEOne: Here are some of the fantastic festive Toy Show treats we've received already! \nClosing date is Friday Nov 23rd so get your ent\xe2\x80\xa6""",Twitter for iPhone,
2018-11-20 21:20:24,"b""RT @RTEOne: Here are some of the fantastic festive Toy Show treats we've received already! \nClosing date is Friday Nov 23rd so get your ent\xe2\x80\xa6""",Twitter for iPhone,
2018-11-20 21:17:16,b'Encouraging to see kids cycling some pretty funky looking bikes leading the ad for the #LateLateToyShow',Twitter for Android,
2018-11-20 20:58:10,b'Dotty should definitely meet Ryan! #LoveActually #LateLateToyShow https://t.co/82FkkQkAQ4',Twitter for Android,
2018-11-20 20:55:32,b'@RTEOne We made the montage! Little man is only delighted to see his creation online! Fingers crossed for the compe\xe2\x80\xa6 https://t.co/6mMSFyd5b5',Twitter for Android,
2018-11-20 20:00:00,"b""Here are some of the fantastic festive Toy Show treats we've received already! \nClosing date is Friday Nov 23rd so\xe2\x80\xa6 https://t.co/zNjcO2cyVf""",Media Studio,
2018-11-20 19:51:08,b'RT @michellefallon: Dotty Doll Sewing Kits would love to be on #latelatetoyshow Retweet if you think she should @rte https://t.co/2jjL6Yajuw',Twitter for iPhone,
2018-11-20 18:59:14,b'RT @michellefallon: Dotty Doll Sewing Kits would love to be on #latelatetoyshow Retweet if you think she should @rte https://t.co/2jjL6Yajuw',Twitter Web Client,
2018-11-20 18:09:08,"b'Really looking forward to the Toy Show this year, but I hope they have a \xe2\x80\x9cpreviously on\xe2\x80\x9d recap at the start, I\xe2\x80\x99ve t\xe2\x80\xa6 https://t.co/ckbeeJTGbF'",Twitter for iPhone,
2018-11-20 16:03:00,b'RT @image_magazine: Who else is excited?! #LateLateToyShow https://t.co/2966LSyoLc',Twitter for iPhone,
2018-11-20 14:57:49,b'RT @image_magazine: Who else is excited?! #LateLateToyShow https://t.co/2966LSyoLc',Hootsuite Inc.,
2018-11-20 14:57:00,b'Who else is excited?! #LateLateToyShow https://t.co/2966LSyoLc',Sprout Social,
2018-11-20 07:46:03,b'RT @michellefallon: Dotty Doll Sewing Kits would love to be on #latelatetoyshow Retweet if you think she should @rte https://t.co/2jjL6Yajuw',Twitter for iPhone,
2018-11-19 23:12:23,b'RT @michellefallon: Dotty Doll Sewing Kits would love to be on #latelatetoyshow Retweet if you think she should @rte https://t.co/2jjL6Yajuw',Twitter for Android,
2018-11-19 22:54:00,b'Who else is excited?! #LateLateToyShow https://t.co/2966LSyoLc',Sprout Social,
2018-11-19 22:10:57,b'RT @michellefallon: Dotty Doll Sewing Kits would love to be on #latelatetoyshow Retweet if you think she should @rte https://t.co/2jjL6Yajuw',Twitter for Android,
2018-11-19 21:08:42,b'RT @entertainmentIE: Did someone say #LateLateToyShow?\nhttps://t.co/QuFBDoLY0U',Twitter for iPhone,
2018-11-19 20:54:38,b'11 sleeps till the late late toy show.  I would love to go @RTEOne @RyanTubridyShow @RTELateLateShow #rte\xe2\x80\xa6 https://t.co/mpq4YcQsKM',Twitter for Android,
2018-11-19 18:53:53,b'RT @michellefallon: Dotty Doll Sewing Kits would love to be on #latelatetoyshow Retweet if you think she should @rte https://t.co/2jjL6Yajuw',Twitter for iPhone,
2018-11-19 18:53:28,b'Dotty Doll Sewing Kits would love to be on #latelatetoyshow Retweet if you think she should @rte https://t.co/2jjL6Yajuw',Twitter for iPhone,Roscommon
2018-11-19 18:22:03,b'@donnchanuig She deserves a spot on the #LateLateToyShow  @DustinOfficial @RTELateLateShow @edsheeran @TheLastLeg @russellhoward',Twitter Web Client,
2018-11-19 17:04:58,"b""If this doesn't ease you into the #Christmas spirit... #LateLateToyShow @RTELateLateShow https://t.co/FeM5gKVOyd""",Twitter Web Client,
